source,event_time_raw,event_time_utc,event_time_epoch_ms,incident_type,location
police,09/07/2026 19:07,2026-09-07T23:07:00Z,1788822420000,DOMA,700 FAIRVIEW AVE NE
police,09/07/2026 19:08,2026-09-07T23:08:00Z,1788822480000,DOMA,1200 MORGAN ST NW
fire,09/07/2026 19:11,2026-09-07T23:11:00Z,1788822660000,MED1,400 IONIA AVE SW
police,09/07/2026 19:18,2026-09-07T23:18:00Z,1788823080000,STOP,1300 PLAINFIELD AVE NE
police,09/07/2026 19:23,2026-09-07T23:23:00Z,1788823380000,STOP,BRIDGE ST NW / MOUNT VERNON AVE NW
fire,09/07/2026 19:24,2026-09-07T23:24:00Z,1788823440000,FIREALARM,300 DIAMOND AVE SE
police,09/07/2026 19:27,2026-09-07T23:27:00Z,1788823620000,ASLT,300 LYON ST NW
police,09/07/2026 19:28,2026-09-07T23:28:00Z,1788823680000,STOP,EASTERN AVE SE / ALGER ST SE
police,09/07/2026 19:34,2026-09-07T23:34:00Z,1788824040000,STOP,PLEASANT ST SE / JEFFERSON AVE SE
fire,09/07/2026 19:35,2026-09-07T23:35:00Z,1788824100000,MED1,2900 MARSHALL AVE SE
police,09/07/2026 19:36,2026-09-07T23:36:00Z,1788824160000,STOP,S DIVISION AVE / HOME ST SE
fire,09/07/2026 19:44,2026-09-07T23:44:00Z,1788824640000,MED2,2400 MICHIGAN ST NE
police,09/07/2026 19:45,2026-09-07T23:45:00Z,1788824700000,NOISE,300 CALKINS AVE SE
police,09/07/2026 19:48,2026-09-07T23:48:00Z,1788824880000,STOP,FRANCIS AVE SE / BURTON ST SE
police,09/07/2026 19:49,2026-09-07T23:49:00Z,1788824940000,STOP,OTTAWA AVE NW / HASTINGS ST NW
police,09/07/2026 19:52,2026-09-07T23:52:00Z,1788825120000,PEACE,0 WILLIAMS ST SW
police,09/07/2026 19:52,2026-09-07T23:52:00Z,1788825120000,STOP,600 MONROE AVE NW
police,09/07/2026 19:52,2026-09-07T23:52:00Z,1788825120000,STOP,HALL ST SE / EASTERN AVE SE
police,09/07/2026 20:02,2026-09-08T00:02:00Z,1788825720000,DOM,500 11TH ST NW
police,09/07/2026 20:02,2026-09-08T00:02:00Z,1788825720000,STOP,ALGER ST SE / LINDEN AVE SE
police,09/07/2026 20:04,2026-09-08T00:04:00Z,1788825840000,DOM,1000 SHAWMUT CT NW
police,09/07/2026 20:04,2026-09-08T00:04:00Z,1788825840000,STOP,TULIP ST SW / CESAR E CHAVEZ AVE SW
police,09/07/2026 20:11,2026-09-08T00:11:00Z,1788826260000,STOP,W FULTON ST / MONROE AVE NW
police,09/07/2026 20:14,2026-09-08T00:14:00Z,1788826440000,WELFARE,300 MARTIN LUTHER KING JR ST SE
police,09/07/2026 20:14,2026-09-08T00:14:00Z,1788826440000,WELFARE,500 MAYNARD AVE NW
fire,09/07/2026 20:15,2026-09-08T00:15:00Z,1788826500000,FIREALARM,700 CLARK CROSSING DR SE
police,09/07/2026 20:18,2026-09-08T00:18:00Z,1788826680000,STOP,36TH ST SE / GIDDINGS AVE SE
police,09/07/2026 20:21,2026-09-08T00:21:00Z,1788826860000,WELFARE,2400 PLAINFIELD AVE NE
police,09/07/2026 20:21,2026-09-08T00:21:00Z,1788826860000,DOMA,3300 BRIGGS BLVD NE
police,09/07/2026 20:25,2026-09-08T00:25:00Z,1788827100000,STOP,LA GRAVE AVE SE / CHERRY ST SE
fire,09/07/2026 20:26,2026-09-08T00:26:00Z,1788827160000,MED2,1500 EAST BELTLINE AVE SE
police,09/07/2026 20:26,2026-09-08T00:26:00Z,1788827160000,STOP,KALAMAZOO AVE SE / DICKINSON ST SE
police,09/07/2026 20:28,2026-09-08T00:28:00Z,1788827280000,STOP,KEN O SHA IND PARK DR SE / EASTERN AVE SE
police,09/07/2026 20:33,2026-09-08T00:33:00Z,1788827580000,DOM,1300 PROSPECT AVE SE
police,09/07/2026 20:34,2026-09-08T00:34:00Z,1788827640000,DOMA,900 10TH ST NW
police,09/07/2026 20:38,2026-09-08T00:38:00Z,1788827880000,DOMA,2000 ALICE AVE SW
police,09/07/2026 20:41,2026-09-08T00:41:00Z,1788828060000,TRES,100 PEARL ST NW-RAMP
police,09/07/2026 20:45,2026-09-08T00:45:00Z,1788828300000,STOP,EASTERN AVE SE / ALEXANDER ST SE
fire,09/07/2026 20:46,2026-09-08T00:46:00Z,1788828360000,MED1,1600 COUNTRY CLUB DR NE
police,09/07/2026 20:53,2026-09-08T00:53:00Z,1788828780000,DOMA,1000 TOREN ST SE
police,09/07/2026 20:57,2026-09-08T00:57:00Z,1788829020000,STOP,2400 28TH ST SE
police,09/07/2026 20:59,2026-09-08T00:59:00Z,1788829140000,FRWKS,1100 RICHMOND ST NW
police,09/07/2026 21:00,2026-09-08T01:00:00Z,1788829200000,ASSIST,28TH ST SE / EAST BELTLINE AVE SE
police,09/07/2026 21:02,2026-09-08T01:02:00Z,1788829320000,SHOTS,FULLER AVE SE / BOSTON ST SE
fire,09/07/2026 21:06,2026-09-08T01:06:00Z,1788829560000,MED2,100 SHELDON AVE SE
police,09/07/2026 21:12,2026-09-08T01:12:00Z,1788829920000,ALARM,2300 FOSTER AVE NE
police,09/07/2026 21:18,2026-09-08T01:18:00Z,1788830280000,ASLT,1000 EVERGREEN ST SE
police,09/07/2026 21:18,2026-09-08T01:18:00Z,1788830280000,STOP,BURTON ST SE / EAST BELTLINE AVE SE
police,09/07/2026 21:21,2026-09-08T01:21:00Z,1788830460000,911U,500 EASTERN AVE SE
police,09/07/2026 21:29,2026-09-08T01:29:00Z,1788830940000,911U,3800 ROWLAND AVE SE
fire,09/07/2026 21:31,2026-09-08T01:31:00Z,1788831060000,MED1,600 LEONARD ST NW
police,09/07/2026 21:32,2026-09-08T01:32:00Z,1788831120000,ASSIST,600 LEONARD ST NW
police,09/07/2026 21:33,2026-09-08T01:33:00Z,1788831180000,SHOTS,BURTON ST SE / COLLINS AVE SE(AREA)
police,09/07/2026 21:36,2026-09-08T01:36:00Z,1788831360000,FIGHT,400 CARRIER ST NE
police,09/07/2026 21:45,2026-09-08T01:45:00Z,1788831900000,TRANSP,200 S KALAMAZOO ST
police,09/07/2026 21:54,2026-09-08T01:54:00Z,1788832440000,THREAT,700 FREMONT AVE NW
police,09/07/2026 21:57,2026-09-08T01:57:00Z,1788832620000,STOP,300 IONIA AVE SW
police,09/07/2026 22:03,2026-09-08T02:03:00Z,1788832980000,STOP,BURTON ST SE / FRANCIS AVE SE
police,09/07/2026 22:10,2026-09-08T02:10:00Z,1788833400000,STOP,800 NELAND AVE SE
fire,09/07/2026 22:11,2026-09-08T02:11:00Z,1788833460000,MED2,300 LYON ST NW
police,09/07/2026 22:13,2026-09-08T02:13:00Z,1788833580000,WELFARE,300 HIGHLAND ST SE
police,09/07/2026 22:17,2026-09-08T02:17:00Z,1788833820000,DISO,LEXINGTON AVE NW / W FULTON ST
police,09/07/2026 22:23,2026-09-08T02:23:00Z,1788834180000,DOM,3900 WHISPERING WAY SE
police,09/07/2026 22:23,2026-09-08T02:23:00Z,1788834180000,DOM,4000 WHISPERING WAY SE
police,09/07/2026 22:25,2026-09-08T02:25:00Z,1788834300000,STOP,1100 RICHMOND ST NW
police,09/07/2026 22:26,2026-09-08T02:26:00Z,1788834360000,FRWKS,1300 COLLEGE AVE NE
police,09/07/2026 22:38,2026-09-08T02:38:00Z,1788835080000,STOP,600 FRONT AVE NW
police,09/07/2026 22:40,2026-09-08T02:40:00Z,1788835200000,DOM,2500 NORMANDY DR SE
police,09/07/2026 22:40,2026-09-08T02:40:00Z,1788835200000,STOP,LEONARD ST NW / WALKER AVE NW
police,09/07/2026 22:41,2026-09-08T02:41:00Z,1788835260000,STOP,BURTON ST SE / FRANCIS AVE SE
police,09/07/2026 22:46,2026-09-08T02:46:00Z,1788835560000,STOP,HALL ST SW / IONIA AVE SW
police,09/07/2026 22:48,2026-09-08T02:48:00Z,1788835680000,STOP,S DIVISION AVE / BARTLETT ST SW
police,09/07/2026 22:51,2026-09-08T02:51:00Z,1788835860000,STOP,LEONARD ST NW / ELIZABETH AVE NW
police,09/07/2026 22:52,2026-09-08T02:52:00Z,1788835920000,STOP,FULLER AVE SE / ADAMS ST SE
police,09/07/2026 22:53,2026-09-08T02:53:00Z,1788835980000,DOM,3500 KALAMAZOO AVE SE
police,09/07/2026 22:56,2026-09-08T02:56:00Z,1788836160000,STOP,COURTNEY ST NW / WIDDICOMB AVE NW
police,09/07/2026 23:00,2026-09-08T03:00:00Z,1788836400000,STOP,BRADFORD ST NE / LAFAYETTE AVE NE
police,09/07/2026 23:06,2026-09-08T03:06:00Z,1788836760000,STOP,1200 HAMILTON AVE NW
police,09/07/2026 23:11,2026-09-08T03:11:00Z,1788837060000,STOP,CLANCY AVE NE / COLDBROOK ST NE
police,09/07/2026 23:12,2026-09-08T03:12:00Z,1788837120000,STOP,800 FAIRVIEW AVE NE
police,09/07/2026 23:22,2026-09-08T03:22:00Z,1788837720000,DISO,S DIVISION AVE / BARTLETT ST SW
fire,09/07/2026 23:32,2026-09-08T03:32:00Z,1788838320000,MED1,800 OAKHILL ST SE
police,09/07/2026 23:39,2026-09-08T03:39:00Z,1788838740000,STOP,WHITE AVE NW / (NO)WALKER AVE NW
police,09/07/2026 23:41,2026-09-08T03:41:00Z,1788838860000,STOP,WHITE AVE NW / (NO)WALKER AVE NW
police,09/07/2026 23:44,2026-09-08T03:44:00Z,1788839040000,ASSIST,2500 S DIVISION AVE
police,09/07/2026 23:46,2026-09-08T03:46:00Z,1788839160000,STOP,EASTERN AVE SE / ALEXANDER ST SE
fire,09/07/2026 23:52,2026-09-08T03:52:00Z,1788839520000,MED1,1000 BRIDGE ST NW
fire,09/07/2026 23:54,2026-09-08T03:54:00Z,1788839640000,MED1,1000 DORCHESTER AVE SW
police,09/07/2026 23:59,2026-09-08T03:59:00Z,1788839940000,STOP,EASTERN AVE SE / SHERMAN ST SE
police,09/08/2026 00:01,2026-09-08T04:01:00Z,1788840060000,TRES,1200 WALKER AVE NW
police,09/08/2026 00:11,2026-09-08T04:11:00Z,1788840660000,SHOTS,1100 PROSPECT AVE SE
police,09/08/2026 00:11,2026-09-08T04:11:00Z,1788840660000,STOP,PAGE ST NE / LAFAYETTE AVE NE
police,09/08/2026 00:22,2026-09-08T04:22:00Z,1788841320000,SUSPICIOUS,500 LINCOLN AVE NW
fire,09/08/2026 00:25,2026-09-08T04:25:00Z,1788841500000,FIREALARM,700 LAFAYETTE AVE SE
police,09/08/2026 00:42,2026-09-08T04:42:00Z,1788842520000,ASSIST,1400 AMBERLY DR SE
police,09/08/2026 00:44,2026-09-08T04:44:00Z,1788842640000,SUSPICIOUS,500 PROSPECT AVE SE
police,09/08/2026 00:44,2026-09-08T04:44:00Z,1788842640000,ASSIST,600 BYERS ST NE
police,09/08/2026 00:46,2026-09-08T04:46:00Z,1788842760000,DISO,PEARL ST NW / MONROE AVE NW
fire,09/08/2026 01:00,2026-09-08T05:00:00Z,1788843600000,MED1,900 S DIVISION AVE
fire,09/08/2026 01:03,2026-09-08T05:03:00Z,1788843780000,INVEST,1800 STILESGATE ST SE
police,09/08/2026 01:13,2026-09-08T05:13:00Z,1788844380000,SUSPICIOUS,1100 INNES ST NE
police,09/08/2026 01:20,2026-09-08T05:20:00Z,1788844800000,STOP,DALLAS AVE SE / MARTIN LUTHER KING JR ST SE
police,09/08/2026 01:22,2026-09-08T05:22:00Z,1788844920000,BARK,1200 BALL AVE NE
police,09/08/2026 01:30,2026-09-08T05:30:00Z,1788845400000,STOP,2200 S DIVISION AVE
fire,09/08/2026 01:37,2026-09-08T05:37:00Z,1788845820000,MED1,100 LAKESIDE DR NE
police,09/08/2026 01:44,2026-09-08T05:44:00Z,1788846240000,STOP,HALL ST SE / CASS AVE SE
police,09/08/2026 01:49,2026-09-08T05:49:00Z,1788846540000,STOP,MADISON AVE SE / ADAMS ST SE
police,09/08/2026 01:59,2026-09-08T05:59:00Z,1788847140000,SUSPICIOUS,800 HALL ST SE
police,09/08/2026 02:03,2026-09-08T06:03:00Z,1788847380000,STOP,MARTIN LUTHER KING JR ST SE / SHELDON AVE SE
police,09/08/2026 02:04,2026-09-08T06:04:00Z,1788847440000,STOP,500 MICHIGAN ST NE
police,09/08/2026 02:07,2026-09-08T06:07:00Z,1788847620000,STOP,BURTON ST SE / S DIVISION AVE
police,09/08/2026 02:07,2026-09-08T06:07:00Z,1788847620000,STOP,DAVIS AVE NW / 3RD ST NW
police,09/08/2026 02:10,2026-09-08T06:10:00Z,1788847800000,DISO,100 SHELDON AVE SE
police,09/08/2026 02:10,2026-09-08T06:10:00Z,1788847800000,DOM,EASTERN AVE SE / OAKDALE ST SE
police,09/08/2026 02:11,2026-09-08T06:11:00Z,1788847860000,STOP,S DIVISION AVE / WILLIAMS ST SW
police,09/08/2026 02:18,2026-09-08T06:18:00Z,1788848280000,STOP,GRIGGS ST SW / BUCHANAN AVE SW
police,09/08/2026 02:23,2026-09-08T06:23:00Z,1788848580000,STOP,COLLEGE AVE NE / MICHIGAN ST NE
police,09/08/2026 02:24,2026-09-08T06:24:00Z,1788848640000,STOP,ALPINE AVE NW / 11TH ST NW
police,09/08/2026 02:29,2026-09-08T06:29:00Z,1788848940000,SUSPICIOUS,900 FULLER AVE SE
police,09/08/2026 02:33,2026-09-08T06:33:00Z,1788849180000,STOP,KALAMAZOO AVE SE / HAZEN ST SE
police,09/08/2026 02:39,2026-09-08T06:39:00Z,1788849540000,STOP,1100 BRIDGE ST NW
police,09/08/2026 02:41,2026-09-08T06:41:00Z,1788849660000,DISO,800 PARK ST SW
police,09/08/2026 02:46,2026-09-08T06:46:00Z,1788849960000,DOM,400 HALL ST SE
fire,09/08/2026 02:48,2026-09-08T06:48:00Z,1788850080000,MED1,1300 LEONARD ST NE
police,09/08/2026 02:51,2026-09-08T06:51:00Z,1788850260000,STOP,E BLAINE AVE SE / N OTTILLIA ST SE
fire,09/08/2026 02:52,2026-09-08T06:52:00Z,1788850320000,MED1,2000 32ND ST SE
police,09/08/2026 03:11,2026-09-08T07:11:00Z,1788851460000,TRES,300 PEARL ST NW
police,09/08/2026 03:29,2026-09-08T07:29:00Z,1788852540000,STOP,LEONARD ST NE / COIT AVE NE
police,09/08/2026 03:42,2026-09-08T07:42:00Z,1788853320000,STOP,LEONARD ST NE / DIAMOND AVE NE
police,09/08/2026 03:48,2026-09-08T07:48:00Z,1788853680000,STOP,28TH ST SE / (EO)BRETON RD SE
police,09/08/2026 03:56,2026-09-08T07:56:00Z,1788854160000,DISO,100 S DIVISION AVE
police,09/08/2026 04:07,2026-09-08T08:07:00Z,1788854820000,WELFARE,500 MICHIGAN ST NE
fire,09/08/2026 04:11,2026-09-08T08:11:00Z,1788855060000,MED1,100 S DIVISION AVE
police,09/08/2026 04:15,2026-09-08T08:15:00Z,1788855300000,ALARM,3200 PEREGRINE DR NE
police,09/08/2026 04:34,2026-09-08T08:34:00Z,1788856440000,STOP,FULLER AVE NE / KNAPP ST NE
fire,09/08/2026 05:04,2026-09-08T09:04:00Z,1788858240000,MED1,GRAND RIVER WALKWAY (SEG G)_BRIDGE ST NW
police,09/08/2026 05:19,2026-09-08T09:19:00Z,1788859140000,DOMA,800 WORDEN ST SE
police,09/08/2026 06:03,2026-09-08T10:03:00Z,1788861780000,DOM,1600 LOTUS AVE SE
fire,09/08/2026 06:16,2026-09-08T10:16:00Z,1788862560000,INVEST,900 2ND ST NW
police,09/08/2026 06:24,2026-09-08T10:24:00Z,1788863040000,911H,600 LINCOLN AVE NW
police,09/08/2026 06:33,2026-09-08T10:33:00Z,1788863580000,DISO,S DIVISION AVE / BARTLETT ST SW
police,09/08/2026 06:52,2026-09-08T10:52:00Z,1788864720000,PD,US-131 NB NO HALL
fire,09/08/2026 07:05,2026-09-08T11:05:00Z,1788865500000,FIREALARM,1000 36TH ST SE
fire,09/08/2026 07:06,2026-09-08T11:06:00Z,1788865560000,MED1,900 PRINCE ST SE
police,09/08/2026 07:06,2026-09-08T11:06:00Z,1788865560000,ASSIST,KALAMAZOO AVE SE / ALGER ST SE
police,09/08/2026 07:10,2026-09-08T11:10:00Z,1788865800000,STOP,LEONARD ST NW / ELIZABETH AVE NW
police,09/08/2026 07:13,2026-09-08T11:13:00Z,1788865980000,FI,S DIVISION AVE / W FULTON ST
police,09/08/2026 07:29,2026-09-08T11:29:00Z,1788866940000,STOP,LEONARD ST NW / TURNER AVE NW
police,09/08/2026 07:32,2026-09-08T11:32:00Z,1788867120000,STOP,1000 CASS AVE SE
fire,09/08/2026 07:37,2026-09-08T11:37:00Z,1788867420000,MED2,LAKE MICHIGAN DR NW / OSWEGO ST NW
police,09/08/2026 07:38,2026-09-08T11:38:00Z,1788867480000,STOP,SEWARD AVE NW / LEONARD ST NW
fire,09/08/2026 07:40,2026-09-08T11:40:00Z,1788867600000,FIREALARM,1900 32ND ST SE
police,09/08/2026 07:48,2026-09-08T11:48:00Z,1788868080000,PD,US-131 SB IN S-CURVE
police,09/08/2026 07:49,2026-09-08T11:49:00Z,1788868140000,RECOVERY,3700 WEBBER PINES DR NE
police,09/08/2026 07:50,2026-09-08T11:50:00Z,1788868200000,PD,US-131 NB SO HALL
police,09/08/2026 07:51,2026-09-08T11:51:00Z,1788868260000,WARRANTP,0 MONROE CENTER ST NW
fire,09/08/2026 08:02,2026-09-08T12:02:00Z,1788868920000,MED2,I-96 EB EO LEONARD
police,09/08/2026 08:02,2026-09-08T12:02:00Z,1788868920000,UNKACC,I-96 EB WO LEONARD
police,09/08/2026 08:04,2026-09-08T12:04:00Z,1788869040000,FI,600 BRIDGE ST NW
fire,09/08/2026 08:15,2026-09-08T12:15:00Z,1788869700000,MED2,300 CESAR E CHAVEZ AVE SW
police,09/08/2026 08:16,2026-09-08T12:16:00Z,1788869760000,SUSPICIOUS,1100 PLYMOUTH AVE NE
police,09/08/2026 08:25,2026-09-08T12:25:00Z,1788870300000,STOP,1200 LEONARD ST NE
police,09/08/2026 08:25,2026-09-08T12:25:00Z,1788870300000,TRES,500 HENRY AVE SE
police,09/08/2026 08:31,2026-09-08T12:31:00Z,1788870660000,ASSIST,US-131 NB AT FULTON
police,09/08/2026 09:07,2026-09-08T13:07:00Z,1788872820000,ALARM,2000 S DIVISION AVE
fire,09/08/2026 09:11,2026-09-08T13:11:00Z,1788873060000,WIRE,1400 JEFFERSON AVE SE
police,09/08/2026 09:15,2026-09-08T13:15:00Z,1788873300000,STOP,4TH ST NW / SEWARD AVE NW
fire,09/08/2026 09:17,2026-09-08T13:17:00Z,1788873420000,WIRE,900 ARDMORE ST SE
police,09/08/2026 09:18,2026-09-08T13:18:00Z,1788873480000,FI,0 E  PARK  PL NE
police,09/08/2026 09:23,2026-09-08T13:23:00Z,1788873780000,STOP,WILLIAMS ST SW / COMMERCE AVE SW
police,09/08/2026 09:28,2026-09-08T13:28:00Z,1788874080000,STOP,WALKER AVE NW / WHITE AVE NW
police,09/08/2026 09:43,2026-09-08T13:43:00Z,1788874980000,STOP,3200 PLAINFIELD AVE NE
police,09/08/2026 09:55,2026-09-08T13:55:00Z,1788875700000,BROADCAST,1600 KALAMAZOO AVE SE
police,09/08/2026 09:56,2026-09-08T13:56:00Z,1788875760000,DOM,1200 TRAVIS ST NE
fire,09/08/2026 09:59,2026-09-08T13:59:00Z,1788875940000,MED2,800 LIVINGSTON AVE NE
fire,09/08/2026 10:00,2026-09-08T14:00:00Z,1788876000000,TECHRESCUE,1000 SHELDON AVE SE
police,09/08/2026 10:09,2026-09-08T14:09:00Z,1788876540000,FI,SYLVIA ST NW / FREMONT AVE NW
fire,09/08/2026 10:14,2026-09-08T14:14:00Z,1788876840000,FIREALARM,500 OTTAWA AVE NW
police,09/08/2026 10:14,2026-09-08T14:14:00Z,1788876840000,STOP,TURNER AVE NW / LEONARD ST NW
police,09/08/2026 10:23,2026-09-08T14:23:00Z,1788877380000,STOP,S DIVISION AVE / LOGAN ST SW
police,09/08/2026 10:28,2026-09-08T14:28:00Z,1788877680000,STOLENV,1500 HIDDEN CREEK CIRCLE DR NE
fire,09/08/2026 10:34,2026-09-08T14:34:00Z,1788878040000,MED1,1800 MAPLE KNOLL DR SE
police,09/08/2026 10:45,2026-09-08T14:45:00Z,1788878700000,WELFARE,1700 MADISON AVE SE
fire,09/08/2026 10:46,2026-09-08T14:46:00Z,1788878760000,FIREALARM,100 N DIVISION AVE
police,09/08/2026 10:59,2026-09-08T14:59:00Z,1788879540000,MDOP,800 HENRY AVE SE
fire,09/08/2026 11:05,2026-09-08T15:05:00Z,1788879900000,MED1,3400 COLLEGE AVE NE
fire,09/08/2026 11:07,2026-09-08T15:07:00Z,1788880020000,MED2,32ND ST SE / MAPLE CROSSING DR SE
police,09/08/2026 11:07,2026-09-08T15:07:00Z,1788880020000,PI,32ND ST SE / MAPLE CROSSING DR SE
police,09/08/2026 11:09,2026-09-08T15:09:00Z,1788880140000,TRES,300 S DIVISION AVE
police,09/08/2026 11:11,2026-09-08T15:11:00Z,1788880260000,FI,300 LYON ST NW
police,09/08/2026 11:25,2026-09-08T15:25:00Z,1788881100000,ASSIST,900 FULLER AVE NE
fire,09/08/2026 11:35,2026-09-08T15:35:00Z,1788881700000,FIREALARM,3600 28TH ST SE
police,09/08/2026 11:35,2026-09-08T15:35:00Z,1788881700000,MDOP,0 LOGAN ST SW
police,09/08/2026 11:36,2026-09-08T15:36:00Z,1788881760000,NOISE,1400 MASON ST NE
police,09/08/2026 11:48,2026-09-08T15:48:00Z,1788882480000,WARRANTA,1200 MADISON AVE SE
police,09/08/2026 11:58,2026-09-08T15:58:00Z,1788883080000,STOP,1300 CROSBY ST NW
police,09/08/2026 12:02,2026-09-08T16:02:00Z,1788883320000,STOP,LEONARD ST NE / PLAINFIELD AVE NE
fire,09/08/2026 12:04,2026-09-08T16:04:00Z,1788883440000,FIREALARM,2000 32ND ST SE
police,09/08/2026 12:15,2026-09-08T16:15:00Z,1788884100000,TAC,1500 HAMILTON AVE NW
police,09/08/2026 12:16,2026-09-08T16:16:00Z,1788884160000,PARKING,2700 MADISON AVE SE
fire,09/08/2026 12:17,2026-09-08T16:17:00Z,1788884220000,MED1,400 DUDLEY PL NE
police,09/08/2026 12:23,2026-09-08T16:23:00Z,1788884580000,TRES,400 DUDLEY PL NE
fire,09/08/2026 12:24,2026-09-08T16:24:00Z,1788884640000,MED1,100 MICHIGAN ST NE
police,09/08/2026 12:27,2026-09-08T16:27:00Z,1788884820000,STOP,2900 MARSHALL AVE SE
police,09/08/2026 12:28,2026-09-08T16:28:00Z,1788884880000,PD,LEONARD ST NW / TURNER AVE NW
fire,09/08/2026 12:35,2026-09-08T16:35:00Z,1788885300000,MED1,2500 BURTON ST SE
fire,09/08/2026 12:37,2026-09-08T16:37:00Z,1788885420000,MED1,300 MICHIGAN ST NE
fire,09/08/2026 12:40,2026-09-08T16:40:00Z,1788885600000,MED1,4000 WHISPERING WAY SE
fire,09/08/2026 12:43,2026-09-08T16:43:00Z,1788885780000,MED2,2000 SAGINAW RD SE
fire,09/08/2026 12:53,2026-09-08T16:53:00Z,1788886380000,MED2,LAFAYETTE UNDER I-196
police,09/08/2026 12:53,2026-09-08T16:53:00Z,1788886380000,DISO,600 CROFTON ST SW
police,09/08/2026 12:53,2026-09-08T16:53:00Z,1788886380000,NOISE,900 DOUGLAS ST NW
fire,09/08/2026 12:56,2026-09-08T16:56:00Z,1788886560000,MED1,1700 LEONARD ST NW
police,09/08/2026 12:57,2026-09-08T16:57:00Z,1788886620000,WELFARE,BALL AVE NE / LEONARD ST NE
police,09/08/2026 13:01,2026-09-08T17:01:00Z,1788886860000,BARK,MCDONALD ST NW / DICK AVE NW
fire,09/08/2026 13:11,2026-09-08T17:11:00Z,1788887460000,WIRE,1000 EVELYN ST NE
police,09/08/2026 13:23,2026-09-08T17:23:00Z,1788888180000,SUSPICIOUS,2900 GERALD AVE NE
fire,09/08/2026 13:26,2026-09-08T17:26:00Z,1788888360000,MED1,800 FULLER AVE NE
police,09/08/2026 13:26,2026-09-08T17:26:00Z,1788888360000,STOP,CUTLER ST SW / S DIVISION AVE
police,09/08/2026 13:29,2026-09-08T17:29:00Z,1788888540000,WELFARE,2700 BIRCHCREST DR SE
police,09/08/2026 13:31,2026-09-08T17:31:00Z,1788888660000,STOP,300 IONIA AVE SW
police,09/08/2026 13:37,2026-09-08T17:37:00Z,1788889020000,STOP,2200 OKEMOS DR SE
police,09/08/2026 13:40,2026-09-08T17:40:00Z,1788889200000,DOM,300 COMMERCE AVE SW
police,09/08/2026 13:53,2026-09-08T17:53:00Z,1788889980000,PARKING,800 TAMARACK AVE NW
police,09/08/2026 13:57,2026-09-08T17:57:00Z,1788890220000,TRES,700 28TH ST SE
police,09/08/2026 14:02,2026-09-08T18:02:00Z,1788890520000,SUICIDETH,1700 S DIVISION AVE
fire,09/08/2026 14:16,2026-09-08T18:16:00Z,1788891360000,MED2,I-196 WB TO OTTAWA RAMP
police,09/08/2026 14:16,2026-09-08T18:16:00Z,1788891360000,911U,0 ANTOINE ST SW
police,09/08/2026 14:17,2026-09-08T18:17:00Z,1788891420000,WARRANTA,0 MONROE CENTER ST NW
police,09/08/2026 14:17,2026-09-08T18:17:00Z,1788891420000,UNKACC,I-196 WB TO OTTAWA RAMP
police,09/08/2026 14:22,2026-09-08T18:22:00Z,1788891720000,STOP,ALPINE AVE NW / LEONARD ST NW
police,09/08/2026 14:30,2026-09-08T18:30:00Z,1788892200000,WARRANTA,3300 EASTERN AVE SE
fire,09/08/2026 14:36,2026-09-08T18:36:00Z,1788892560000,MED1,3000 KALAMAZOO AVE SE
fire,09/08/2026 14:38,2026-09-08T18:38:00Z,1788892680000,MED1,700 LEONARD ST NW
fire,09/08/2026 14:45,2026-09-08T18:45:00Z,1788893100000,MED1,800 FULLER AVE NE
police,09/08/2026 14:47,2026-09-08T18:47:00Z,1788893220000,PEACE,1200 MAYFIELD AVE NE
police,09/08/2026 14:56,2026-09-08T18:56:00Z,1788893760000,CSC,2000 EMERALD AVE NE
police,09/08/2026 15:00,2026-09-08T19:00:00Z,1788894000000,WELFARE,LAKE EASTBROOK BLVD SE / 28TH ST SE
police,09/08/2026 15:04,2026-09-08T19:04:00Z,1788894240000,SUICIDETH,400 PARIS AVE SE
police,09/08/2026 15:05,2026-09-08T19:05:00Z,1788894300000,PEACE,1300 KENDALL ST SE
fire,09/08/2026 15:12,2026-09-08T19:12:00Z,1788894720000,MED1,800 MADISON AVE SE
police,09/08/2026 15:13,2026-09-08T19:13:00Z,1788894780000,TRES,1000 LINCOLN AVE NW
police,09/08/2026 15:15,2026-09-08T19:15:00Z,1788894900000,DOM,700 COATE CT SW
police,09/08/2026 15:16,2026-09-08T19:16:00Z,1788894960000,PD,MARKET AVE SW / WEALTHY ST SW
police,09/08/2026 15:31,2026-09-08T19:31:00Z,1788895860000,DOM,0 LOGAN ST SW
fire,09/08/2026 15:41,2026-09-08T19:41:00Z,1788896460000,MED1,2700 LEONARD ST NE
police,09/08/2026 15:45,2026-09-08T19:45:00Z,1788896700000,DOMA,100 MADISON AVE SE
police,09/08/2026 15:49,2026-09-08T19:49:00Z,1788896940000,SUSPICIOUS,2100 LEONARD ST NE
fire,09/08/2026 15:51,2026-09-08T19:51:00Z,1788897060000,INVEST,4100 OAK PARK DR SE
fire,09/08/2026 15:53,2026-09-08T19:53:00Z,1788897180000,MED1,1600 LEONARD ST NE
police,09/08/2026 15:59,2026-09-08T19:59:00Z,1788897540000,MISSING,GUNNISON AVE SW / DAYTON ST SW
police,09/08/2026 16:00,2026-09-08T20:00:00Z,1788897600000,WELFARE,2000 EASTERN AVE SE
